"","country","year","cic","country_code","gdp","cd","log_cd","log_cic","interest_rates_imf","country_code.y","tax_gdp","uncertainty","eci","eci_2","overall_score","property_rights","government_integrity","judicial_effectiveness","tax_burden","government_spending","business_freedom","monetary_freedom","trade_freedom","investment_freedom","financial_freedom","region"
"297","Jamaica",2011,62646682000,"JAM",1.24e+12,0.0505215177419355,-2.98535593955334,24.8607765559922,8,"JAM",23.3643683,0.182962175,-0.215289,-0.703207,65.7,40,"30.0","N/A",75.9,64.7,86.3,72.5,"72.2","85.0",60,"Latin America and The Caribbean"
"298","Kazakhstan",2011,1548165969745.79,"KAZ",2.82e+13,0.054899502473255,-2.90225099292566,28.068092100947,7.5,"KAZ",18.25783421,0,-0.853388,-0.536874,62.1,35,"27.0","N/A",87.3,78.5,74.3,69.9,"80.9","30.0",50,"Europe and Central Asia"
"299","Malaysia",2011,61874039453.74,"MYS",9.12e+11,0.0678443415062939,-2.69053929328593,24.8483665337348,3,"MYS",14.79435317,0.023757475,0.791729,0.991165,66.3,50,"45.0","N/A",84.6,79.2,69.7,81.3,"78.7","45.0",50,"East Asia and Pacific"
"300","Mexico",2011,763490940339.37,"MEX",1.47e+13,0.0519381592067599,-2.95770151413876,27.3611670955745,4.5,"MEX",10.01240267,0.248588775,1.00796,1.07189,67.8,50,"33.0","N/A",81.3,83.1,87.3,75.7,"81.2","65.0",60,"Latin America and The Caribbean"
"301","Moldova",2011,12016670256.12,"MDA",98772814000,0.121659693284834,-2.10652753117746,23.2095607107155,9.5,"MDA",15.24032716,0.2692396,0.049706,0.115786,55.7,40,"33.0","N/A",85.6,48.1,69.5,77,"80.2","35.0",50,"Europe and Central Asia"
"302","Mongolia",2011,713304651000,"MNG",1.32e+13,0.0540382311363636,-2.91806349891358,27.2931744466073,12.25,"MNG",18.46699109,0.365780725,-1.20509,-2.07411,59.5,30,"27.0","N/A",83.3,49.6,67.7,73.6,"79.8","50.0",60,"East Asia and Pacific"
"303","New Zealand",2011,4892376000,"NZL",2.13e+11,0.0229689014084507,-3.77361409065821,22.3109439119976,2.5,"NZL",25.55528881,0.1140045,0.064004,0.189847,82.3,95,"94.0","N/A",64.7,49.3,99.9,84.8,"86.6","80.0",80,"East Asia and Pacific"
"304","Paraguay",2011,7324268166450,"PRY",1.41e+14,0.0519451643010638,-2.95756664948334,29.6222143568234,7.25,"PRY",9.378146269,0.1697358,-0.619805,-0.291836,62.3,30,"21.0","N/A",97.6,93.4,61.7,80.9,"83.0","70.0",60,"Latin America and The Caribbean"
"305","Peru",2011,32300487579.93,"PER",4.73e+11,0.0682885572514376,-2.68401306302339,24.198348162415,4.25,"PER",15.96889515,0.558453775,-0.746415,-0.41556,68.6,40,"37.0","N/A",79.4,91,71.9,83.1,"86.0","70.0",60,"Latin America and The Caribbean"
"306","Singapore",2011,2.7481e+10,"SGP",3.51e+11,0.0782934472934473,-2.54729136667193,24.0367606937403,0.18,"SGP",13.10572195,0.04921745,1.68651,1.29582,87.2,90,"92.0","N/A",91.1,91.3,98.2,86.2,"90.0","75.0",60,"East Asia and Pacific"
"307","South Africa",2011,101394021954.1,"ZAF",3.02e+12,0.033574179455,-3.39399797603752,25.3422799712778,5.5,"ZAF",25.17982275,0.494458625,0.016592,0.382296,62.7,50,"47.0","N/A",69.6,77.5,72.3,71.9,"77.2","45.0",60,"Sub-Saharan Africa"
"308","Sweden",2011,1.00136e+11,"SWE",3.66e+12,0.0273595628415301,-3.59868916436969,25.3297950989721,1.91,"SWE",26.45355436,0.167534825,1.80518,1.23738,71.9,90,"92.0","N/A",37.6,17.3,95,80.1,"87.6","85.0",80,"Europe and Central Asia"
"309","Switzerland",2011,49335400000,"CHE",6.21e+11,0.0794450885668277,-2.53268920582302,24.6219077130569,0.25,"CHE",9.651738909,0.12896845,1.95964,1.42562,81.9,90,"90.0","N/A",68.4,69.3,80.2,83.8,"90.0","80.0",80,"Europe and Central Asia"
"310","Thailand",2011,1248569458899.77,"THA",1.13e+13,0.110492872469006,-2.20280426264764,27.8530195789992,3.25,"THA",16.36185216,0.1350226,0.870845,1.01879,64.7,45,"34.0","N/A",74.8,90.6,69.9,70.8,"75.9","40.0",70,"East Asia and Pacific"
"311","Togo",2011,222930200000,"TGO",1.82e+12,0.122489120879121,-2.09973306209115,26.1301245549261,3.25,"TGO",15.97026891,0.169592125,-0.837184,-1.30099,49.1,30,"28.0","N/A",68.1,88.6,36.8,78.1,"62.2","25.0",30,"Sub-Saharan Africa"
"312","Turkey",2011,55103173600,"TUR",1.39e+12,0.0396425709352518,-3.22785171452833,24.7324731485428,5,"TUR",18.74408606,0.32091675,0.42938,0.633761,64.2,50,"44.0","N/A",78.2,83.6,68.7,72.7,"85.4","70.0",50,"Europe and Central Asia"
"313","United Kingdom",2011,4.8761e+10,"GBR",1.64e+12,0.0297323170731707,-3.51552070780185,24.6101966499628,0.5,"GBR",25.8601462,0.3346818,1.54878,1.23085,74.5,85,"77.0","N/A",52,32.9,94.6,74.9,"87.6","90.0",80,"Europe and Central Asia"
"314","United States",2011,1.03452e+12,"USA",1.55e+13,0.0667432258064516,-2.7069024728975,27.6649586669562,0.125,"USA",9.573699439,0.181616675,1.49138,1.19832,77.8,85,"75.0","N/A",68.3,54.6,91,77.4,"86.4","75.0",70,"North America"
"315","Uruguay",2011,45188736725,"URY",9.26e+11,0.0487999316684665,-3.02002636636036,24.5341137052322,8.75,"URY",19.1018313,0.11859115,0.081756,0.183979,70,70,"67.0","N/A",84.3,76.5,61.5,72.8,"83.0","80.0",30,"Latin America and The Caribbean"
"316","Albania",2012,2.009e+11,"ALB",1.33e+12,0.151052631578947,-1.89012694939491,26.0260731087673,4,"ALB",17.48323356,0.0926134,-0.472586,-0.333637,65.1,35,"33.0","N/A",91.4,69.5,78.2,78.6,"79.8","65.0",70,"Europe and Central Asia"
"317","Angola",2012,335504850790.8,"AGO",1.22e+13,0.0275003976058033,-3.59355481602129,26.5389022516465,10.25,"AGO",14.82271932,0.0561138,-2.79136,-0.958884,46.7,20,"19.0","N/A",84.1,53.2,45.5,61.2,"65.2","35.0",40,"Sub-Saharan Africa"
"318","Argentina",2012,2.3701e+11,"ARG",2.64e+12,0.0897765151515151,-2.41043186180255,26.1913681712842,9.5,"ARG",12.95284151,0.323742725,-0.148047,0.137046,48,20,"29.0","N/A",65.5,56.9,61,60.7,"67.6","40.0",30,"Latin America and The Caribbean"
"319","Australia",2012,5.8982e+10,"AUS",1.5e+12,0.0393213333333333,-3.23598807447816,24.8004981495585,3,"AUS",21.19859309,0.132407025,-0.528256,0.105864,83.1,90,"87.0","N/A",63.4,67.1,91.9,84.5,"86.2","80.0",90,"East Asia and Pacific"
"320","Azerbaijan",2012,9777521734.92,"AZE",54743700000,0.178605423727662,-1.72257624298481,23.0033518875442,5,"AZE",12.77863937,0,-1.50891,-0.444994,58.9,20,"24.0","N/A",84.9,63.7,68.6,74.5,"77.2","55.0",40,"Europe and Central Asia"
"321","Bangladesh",2012,7.17332e+11,"BGD",1.06e+13,0.0676728301886792,-2.69307050622438,27.2988046108222,5,"BGD",9.02456269,0.0847806,-0.943499,-0.578572,53.2,20,"24.0","N/A",72.8,93.9,68.5,67.5,"54.0","55.0",20,"South Asia"
"322","Belarus",2012,1613662810,"BLR",54761670000,0.0294670124194532,-3.52448386438364,21.2017724692309,30,"BLR",14.66297503,0.041243925,0.82272,0.798146,49,20,"25.0","N/A",86.6,34.9,71.3,65.3,"80.4","20.0",10,"Europe and Central Asia"
"323","Brazil",2012,1.87435e+11,"BRA",4.81e+12,0.0389677754677755,-3.24502024445879,25.9566979555874,7.25,"BRA",13.65145753,0.2037661,0.161553,0.532894,57.9,50,"37.0","N/A",69.1,54.8,53.7,75.8,"69.7","50.0",60,"Latin America and The Caribbean"
"324","Bulgaria",2012,9549920000,"BGR",82040400000,0.116405088224826,-2.1506790313685,22.9797986144406,0.03,"BGR",18.97682483,0.164133975,0.497365,0.473341,64.7,30,"36.0","N/A",93.6,50.3,72.7,77.8,"87.1","55.0",60,"Europe and Central Asia"
"325","Canada",2012,63700027000,"CAN",1.82e+12,0.0350000148351648,-3.35240679363096,24.8774508233863,1,"CAN",11.69256444,0.2497415,0.534847,0.834961,79.9,90,"89.0","N/A",79.2,41.7,96.6,77.3,"87.9","75.0",80,"North America"
"326","Chile",2012,6195118184829,"CHL",1.3e+14,0.0476547552679154,-3.04377285810221,29.4547827082819,5,"CHL",18.99486687,0.06965145,-0.333627,-0.090636,78.3,90,"72.0","N/A",77.4,82.1,68.6,85.6,"82.0","80.0",70,"Latin America and The Caribbean"
"327","Colombia",2012,43864664778000,"COL",6.66e+14,0.065862860027027,-2.7201805771185,31.4121302093504,4.25,"COL",13.23937265,0.16899305,0.049744,0.321098,68,50,"35.0","N/A",76,74.1,89.4,78.7,"72.2","65.0",60,"Latin America and The Caribbean"
"328","Costa Rica",2012,844773965314.25,"CRI",2.34e+13,0.036101451509156,-3.32142220644176,27.4623349318504,5,"CRI",13.31919766,0.184895075,0.247592,0.16517,68,55,"53.0","N/A",82.8,90.8,57.6,73.4,"85.1","70.0",50,"Latin America and The Caribbean"
"329","Dominican Republic",2012,86506746350.18,"DOM",2.39e+12,0.0361952913599079,-3.31882624154135,25.1834882403306,5,"DOM",13.02648297,0.0870123,-0.256286,-0.229273,60.2,30,"30.0","N/A",85.8,91.4,55.5,75.1,"80.1","55.0",40,"Latin America and The Caribbean"
"330","Georgia",2012,1918058887.79,"GEO",26167300000,0.0732998394098742,-2.61319686095313,21.3745795156423,5.25,"GEO",24.11826975,0.067862975,-0.168891,0.019277,69.4,40,"38.0","N/A",87.8,55.8,86.9,74.4,"89.2","70.0",60,"Europe and Central Asia"
"331","Guatemala",2012,26552115974.43,"GTM",3.95e+11,0.0672205467707089,-2.69977632267022,24.0023752791773,5,"GTM",10.8359592,0.05247545,-0.293485,-0.170087,60.9,30,"32.0","N/A",79.6,93.9,48.5,77.3,"84.6","60.0",50,"Latin America and The Caribbean"
"332","Honduras",2012,22149036897.78,"HND",3.61e+11,0.061354672847036,-2.79108394369993,23.8210598515794,7,"HND",14.74747232,0.0898758,-0.398168,-0.363502,58.8,30,"24.0","N/A",83.7,83.4,60.6,74.1,"77.1","65.0",60,"Latin America and The Caribbean"
"333","India",2012,1.190975e+13,"IND",9.94e+13,0.119816398390342,-2.12179472127969,30.1083785083114,8,"IND",10.83677172,0.109609975,0.144541,0.731385,54.6,50,"33.0","N/A",76.1,74.8,35.5,62.9,"64.1","35.0",40,"South Asia"
"334","Israel",2012,54772653738,"ISR",9.93e+11,0.0551587650936556,-2.89753961402237,24.7264568869692,2,"ISR",22.11041791,0.14364265,1.27127,0.972854,67.8,70,"61.0","N/A",64.1,41,64.4,79,"83.6","80.0",70,"Middle East and North Africa"
"335","Jamaica",2012,64684140000,"JAM",1.31e+12,0.0493772061068702,-3.00826637611353,24.8927818770281,6.25,"JAM",24.33289303,0.318547225,-0.349499,-0.755872,65.1,40,"33.0","N/A",75.5,58.7,84.7,72.4,"72.1","85.0",60,"Latin America and The Caribbean"
"336","Kazakhstan",2012,1736645708913.49,"KAZ",3.1e+13,0.05602082931979,-2.88203170526493,28.1829766151488,5.5,"KAZ",13.31209815,0.069112975,-0.787489,-0.401415,63.6,40,"29.0","N/A",90.4,83.4,72.9,71.8,"79.6","30.0",50,"Europe and Central Asia"
"337","Malaysia",2012,67124279340.77,"MYS",9.71e+11,0.0691290209482698,-2.67178065159784,24.9298116536399,3,"MYS",15.61314674,0.1648595,0.91952,0.942308,66.4,50,"44.0","N/A",84.5,72.5,78.1,81.6,"78.8","45.0",50,"East Asia and Pacific"
"338","Mexico",2012,845395608067.52,"MEX",1.58e+13,0.0535060511435139,-2.92796052598988,27.4630705299716,4.5,"MEX",9.773015605,0.2817539,0.954246,1.07083,65.3,50,"31.0","N/A",80.7,78.3,82,76.5,"72.9","60.0",60,"Latin America and The Caribbean"
"339","Moldova",2012,14554213757.26,"MDA",1.05e+11,0.138611559592952,-1.97607979315758,23.4011463939464,4.5,"MDA",15.59534633,0.100331775,0.115221,0.135964,54.4,40,"29.0","N/A",86.5,38.7,70,74.4,"79.0","35.0",50,"Europe and Central Asia"
"340","Mongolia",2012,828392940000,"MNG",1.67e+13,0.0496043676646707,-3.00367639137266,27.4427534439786,13.25,"MNG",15.31214218,0.350790125,-1.35158,-2.30075,61.5,30,"27.0","N/A",88.5,62.8,67.7,74.3,"79.8","50.0",60,"East Asia and Pacific"
"341","New Zealand",2012,5051868000,"NZL",2.17e+11,0.0232804976958525,-3.7601392776596,22.3430239128273,2.5,"NZL",26.82136875,0.1499245,0.166665,0.142503,82.1,95,"93.0","N/A",71.6,45,99.9,85.2,"86.8","75.0",80,"East Asia and Pacific"
"342","Paraguay",2012,8606190445173,"PRY",1.47e+14,0.0585455132324694,-2.8379508232587,29.7835028794486,5.5,"PRY",9.454565134,0.184521075,-0.645452,-0.264723,61.8,30,"22.0","N/A",96.9,88.5,59.8,81.4,"82.7","70.0",60,"Latin America and The Caribbean"
"343","Peru",2012,37823821285.57,"PER",5.08e+11,0.0744563411133268,-2.59754235070105,24.3562049338238,4.25,"PER",16.5466871,0.276456525,-0.742204,-0.392031,68.7,40,"35.0","N/A",79.7,90.9,72,85.5,"85.0","70.0",60,"Latin America and The Caribbean"
"344","Singapore",2012,2.9113e+10,"SGP",3.69e+11,0.0788970189701897,-2.53961183422444,24.0944506467625,0.18,"SGP",13.58066874,0.063908625,1.70347,1.31428,87.5,90,"93.0","N/A",91.3,91.3,97.2,84.8,"90.0","75.0",70,"East Asia and Pacific"
"345","South Africa",2012,112169015681.2,"ZAF",3.25e+12,0.0345135432865231,-3.36640347294631,25.4432726393239,5,"ZAF",25.58813186,0.72272995,-0.023795,0.348635,62.7,50,"45.0","N/A",70.7,71.9,75.8,75,"76.3","45.0",60,"Sub-Saharan Africa"
"346","Sweden",2012,9.6441e+10,"SWE",3.69e+12,0.0261357723577236,-3.64445031463393,25.2921972593471,1.14,"SWE",26.04981307,0.306910625,1.75179,1.20199,71.7,90,"92.0","N/A",39.1,8.8,94.6,80.9,"87.1","90.0",80,"Europe and Central Asia"
"347","Switzerland",2012,54831600000,"CHE",6.26e+11,0.0875904153354633,-2.43508370100467,24.7275325070418,0.25,"CHE",9.520371529,0.13808505,2.01041,1.40338,81.1,90,"87.0","N/A",67.9,65.8,77.9,84.4,"90.0","80.0",80,"Europe and Central Asia"
"348","Thailand",2012,1350931870465.83,"THA",1.24e+13,0.108946118585954,-2.21690184387133,27.9318157446682,2.75,"THA",15.44094067,0.120290125,0.964292,1.01202,64.9,45,"35.0","N/A",75.1,87.5,72.5,69.3,"75.2","40.0",70,"East Asia and Pacific"
"349","Togo",2012,195062500000,"TGO",1.98e+12,0.0985164141414141,-2.31753210365758,25.9965858569774,3,"TGO",15.87966385,0.188881675,-0.778208,-0.987933,48.3,30,"24.0","N/A",68.6,85.6,34.8,78.3,"61.7","25.0",30,"Sub-Saharan Africa"
"350","Turkey",2012,60525482100,"TUR",1.57e+12,0.0385512624840764,-3.25576643024636,24.8263303050424,5,"TUR",18.39275841,0.47478435,0.450234,0.636138,62.5,50,"44.0","N/A",77.7,58.5,67.1,71.9,"85.4","70.0",60,"Europe and Central Asia"
"351","United Kingdom",2012,5.1346e+10,"GBR",1.69e+12,0.0303822485207101,-3.49389677136342,24.6618528735001,0.5,"GBR",25.11866914,0.4049434,1.49378,1.19991,74.1,90,"76.0","N/A",56.4,21.5,94.7,73.9,"87.1","90.0",80,"Europe and Central Asia"
"352","United States",2012,1.124578e+12,"USA",1.62e+13,0.0694183950617284,-2.66760338806484,27.748428970102,0.125,"USA",9.79687152,0.381228075,1.45359,1.1813,76.3,85,"71.0","N/A",69.8,46.7,91.1,77.2,"86.4","70.0",70,"North America"
"353","Uruguay",2012,52876503252,"URY",1.04e+12,0.0508427915884615,-2.97901692487524,24.6912249042066,9,"URY",18.82188561,0.16912125,-0.003597,0.091601,69.9,70,"69.0","N/A",81.2,68.7,74.9,73.4,"82.9","75.0",30,"Latin America and The Caribbean"
"354","Albania",2013,2.0779e+11,"ALB",1.35e+12,0.153918518518519,-1.87133191712069,26.0597937912582,3,"ALB",16.50327061,0.1840081,-0.684933,-0.464871,65.2,30,"31.0","N/A",92.6,75.1,81,78.4,"79.8","65.0",70,"Europe and Central Asia"
"355","Argentina",2013,2.89208e+11,"ARG",3.35e+12,0.0863307462686567,-2.44956947239981,26.3904119893657,9.5,"ARG",12.45290276,0.3264396,-0.496513,-0.099565,46.7,15,"30.0","N/A",64.3,52.1,60.1,60.4,"67.6","40.0",30,"Latin America and The Caribbean"
"356","Australia",2013,6.3018e+10,"AUS",1.54e+12,0.0409207792207792,-3.19611729553898,24.8666862368151,2.5,"AUS",22.02482967,0.034845475,-0.816851,-0.077673,82.6,90,"88.0","N/A",66.4,62.8,95.5,83.8,"86.2","80.0",90,"East Asia and Pacific"
"357","Azerbaijan",2013,11033734471.83,"AZE",5.8182e+10,0.189641718604207,-1.66261867853301,23.1242231869639,4.75,"AZE",13.38833316,0.0929626,-1.44358,-0.519568,59.7,25,"24.0","N/A",85.5,67.8,69.2,73.5,"77.2","55.0",40,"Europe and Central Asia"
"358","Bangladesh",2013,8.19032e+11,"BGD",1.2e+13,0.0682526666666667,-2.68453877364129,27.4313889920753,5,"BGD",8.962413316,0.1622907,-1.17559,-0.780446,52.6,20,"27.0","N/A",72.7,92.1,68,65.4,"54.0","55.0",20,"South Asia"
"359","Belarus",2013,1789286070,"BLR",67068850000,0.0266783472506238,-3.62390300698156,21.3050825336644,23.5,"BLR",13.35496285,0.04541765,0.689295,0.719835,48,20,"24.0","N/A",88.8,43.5,75.2,40.7,"80.8","20.0",10,"Europe and Central Asia"
"360","Brazil",2013,2.04052e+11,"BRA",5.33e+12,0.0382836772983114,-3.26273165383687,26.0416407002694,10,"BRA",13.44169278,0.42892435,0.032264,0.374105,57.7,50,"38.0","N/A",70.3,54.8,53,74.4,"69.7","50.0",60,"Latin America and The Caribbean"
"361","Bulgaria",2013,10253720000,"BGR",81866100000,0.125249889759009,-2.07744441918514,23.0509064035181,0.02,"BGR",19.89304364,0.619247875,0.278113,0.309899,65,30,"33.0","N/A",94,64.2,73.6,78.6,"86.8","55.0",60,"Europe and Central Asia"
"362","Canada",2013,66615938000,"CAN",1.9e+12,0.03506102,-3.35066530692878,24.9222096951722,1,"CAN",11.65239901,0.087607525,0.421886,0.740106,79.4,90,"87.0","N/A",79.8,44.8,91.7,75.2,"88.2","75.0",80,"North America"
"363","Chile",2013,6917607392244,"CHL",1.38e+14,0.0501275897988696,-2.99318372787972,29.565091073206,4.5,"CHL",17.3869727,0.258577725,-0.499261,-0.142225,79,90,"72.0","N/A",77.6,83.7,70.5,84.6,"82.0","85.0",70,"Latin America and The Caribbean"
"364","Colombia",2013,49095480002000,"COL",7.14e+14,0.0687611764733894,-2.67711598876236,31.5247880895058,3.25,"COL",14.03127662,0.20906695,-0.234596,0.132434,69.6,50,"34.0","N/A",76.1,75.2,90.2,78.7,"72.2","70.0",70,"Latin America and The Caribbean"
"365","Costa Rica",2013,921450814198.75,"CRI",2.49e+13,0.0370060567951305,-3.29667368256914,27.5492152368301,3.75,"CRI",13.74171499,0.1947897,0.158575,-0.129241,67,50,"48.0","N/A",82.9,90.1,58.3,75.4,"85.1","70.0",50,"Latin America and The Caribbean"
"366","Dominican Republic",2013,93747168517.34,"DOM",2.62e+12,0.0357813620295191,-3.33032813484243,25.2638672988591,6.25,"DOM",13.50353563,0.1224332,-0.406432,-0.545814,59.7,30,"26.0","N/A",83.7,92.6,53.7,72.9,"77.8","65.0",40,"Latin America and The Caribbean"
"367","Georgia",2013,2351552551.23,"GEO",26847300000,0.0875899085282319,-2.43508948712517,21.5783416070605,3.75,"GEO",23.4202322,0.60319495,-0.419841,-0.336523,72.2,45,"41.0","N/A",88.2,68.9,90.6,72.6,"89.2","75.0",60,"Europe and Central Asia"
"368","Guatemala",2013,27130286162.84,"GTM",4.23e+11,0.0641377923471395,-2.74672150459325,24.0239165113994,5,"GTM",10.92610255,0.169671,-0.505798,-0.359199,60,30,"27.0","N/A",79.6,93.6,50.8,75.5,"85.2","60.0",50,"Latin America and The Caribbean"
"369","Honduras",2013,23600423782.55,"HND",3.77e+11,0.0626005935876658,-2.77098051868996,23.8845305057045,7,"HND",15.06324191,0.272947925,-0.429599,-0.678675,58.4,30,"26.0","N/A",85.3,79.2,61,73.9,"77.1","65.0",60,"Latin America and The Caribbean"
"370","India",2013,1.301074e+13,"IND",1.12e+14,0.116167321428571,-2.15272370106465,30.196796286159,7.5,"IND",11.00162569,0.1232374,-0.134587,0.718199,55.2,50,"31.0","N/A",78.3,77.9,37.3,65.3,"63.6","35.0",40,"South Asia"
"371","Israel",2013,57535519611,"ISR",1.06e+12,0.0542787920858491,-2.91362169765569,24.7756683263968,1,"ISR",22.91812881,0.212571425,1.22703,0.903089,66.9,70,"58.0","N/A",60.2,39.3,66.1,78.6,"83.0","80.0",70,"Middle East and North Africa"
"372","Jamaica",2013,69801724000,"JAM",1.43e+12,0.0488123944055944,-3.01977101465024,24.9689245455501,6.25,"JAM",24.01202523,0.249180325,-0.64931,-1.24971,66.8,40,"33.0","N/A",77.5,67.7,84.3,76.1,"75.0","85.0",60,"Latin America and The Caribbean"
"373","Kazakhstan",2013,1762906869503.49,"KAZ",3.6e+13,0.0489696352639858,-3.01655486144787,28.1979851929368,5.5,"KAZ",16.03017776,0.039582025,-0.961147,-0.363322,63,35,"27.0","N/A",93.2,84.5,71.8,72.2,"78.2","30.0",50,"Europe and Central Asia"
"374","Malaysia",2013,73030832546.51,"MYS",1.02e+12,0.0715988554377549,-2.63667619064952,25.0141475525752,3,"MYS",15.31023528,0.22439895,0.810485,0.84428,66.1,55,"43.0","N/A",85.1,73.5,79.9,79.8,"77.0","45.0",50,"East Asia and Pacific"
"375","Mexico",2013,917875174866.77,"MEX",1.63e+13,0.0563113604212742,-2.87685898051048,27.5453272432308,3.5,"MEX",10.29457862,0.2250533,0.846744,1.02535,67,50,"30.0","N/A",81.1,79.4,81.4,77.7,"80.6","70.0",60,"Latin America and The Caribbean"
"376","Moldova",2013,19040704507.61,"MDA",1.2e+11,0.158672537563417,-1.84091271265326,23.6698448670752,3.5,"MDA",15.46963596,0.08497805,-0.019913,-0.022223,55.5,40,"29.0","N/A",87.2,50.1,69.7,73.4,"80.0","35.0",50,"Europe and Central Asia"
"377","Mongolia",2013,841076512000,"MNG",1.92e+13,0.0438060683333333,-3.12798292477327,27.457948470189,10.5,"MNG",15.73120804,0.25195265,-1.67769,-3.21446,61.7,30,"27.0","N/A",82.5,62.6,70.4,75.6,"79.8","50.0",60,"East Asia and Pacific"
"378","New Zealand",2013,5462970000,"NZL",2.33e+11,0.0234462231759657,-3.75304585565539,22.4212584348567,2.5,"NZL",26.6464712,0.08928675,-0.096978,-0.018693,81.4,95,"95.0","N/A",71.5,33.2,99.9,83.3,"86.8","80.0",80,"East Asia and Pacific"
"379","Paraguay",2013,9743949676383,"PRY",1.67e+14,0.0583470040501976,-2.84134726603737,29.9076676623079,6,"PRY",8.97252021,0.300186875,-0.982503,-0.575557,61.1,30,"22.0","N/A",95.9,85.4,59.1,79.8,"82.7","70.0",60,"Latin America and The Caribbean"
"380","Peru",2013,42530187778.46,"PER",5.44e+11,0.0781804922398162,-2.54873512240005,24.4734799614023,4,"PER",16.43300669,0.379358875,-1.01445,-0.563988,68.2,40,"34.0","N/A",79.9,89.1,72.3,84.3,"85.0","70.0",60,"Latin America and The Caribbean"
"381","Philippines",2013,797451937452.86,"PHL",1.15e+13,0.0693436467350313,-2.66868074802523,27.4046874032725,3.5,"PHL",13.3095109,0.019252975,0.341858,0.664346,58.2,30,"26.0","N/A",79.3,90.2,53.1,76.6,"75.5","50.0",50,"East Asia and Pacific"
"382","Singapore",2013,3.1654e+10,"SGP",3.85e+11,0.0822181818181818,-2.49837881137669,24.1781303598575,0.6375,"SGP",13.27125008,0.043799175,1.71717,1.31983,88,90,"92.0","N/A",91.1,91.3,97.1,82,"90.0","75.0",80,"East Asia and Pacific"
"383","South Africa",2013,119056731578.8,"ZAF",3.54e+12,0.0336318450787571,-3.39228189066247,25.5028659524118,5,"ZAF",26.04390961,0.5499399,-0.192079,0.249101,61.8,50,"41.0","N/A",70.5,69.2,74.7,75.8,"76.3","45.0",60,"Sub-Saharan Africa"
"384","Sweden",2013,8.57e+10,"SWE",3.77e+12,0.0227320954907162,-3.78397745483832,25.1741186625501,1,"SWE",26.21171142,0.23604635,1.75214,1.17765,72.9,90,"93.0","N/A",39.6,21,93.2,82.1,"86.8","90.0",80,"Europe and Central Asia"
"385","Switzerland",2013,59735100000,"CHE",6.38e+11,0.0936286833855799,-2.36841849601657,24.8131856242746,0.25,"CHE",9.602815894,0.200722325,2.05181,1.40621,81,90,"88.0","N/A",68.1,63.8,75.8,86.2,"90.0","80.0",80,"Europe and Central Asia"
"386","Thailand",2013,1425282497226.87,"THA",1.29e+13,0.110487015288905,-2.20285727362671,27.9853911536695,2.25,"THA",17.01195985,0.12872635,0.87724,0.964175,64.1,45,"34.0","N/A",78.9,83.7,73.2,68.3,"75.2","40.0",70,"East Asia and Pacific"
"387","Togo",2013,195478800000,"TGO",2.13e+12,0.0917740845070422,-2.38842532505578,25.9987177705941,2.5,"TGO",16.86006417,0.4032059,-0.671987,-1.14251,48.8,30,"24.0","N/A",68.5,81.6,39.9,78.5,"56.7","35.0",30,"Sub-Saharan Africa"
"388","Turkey",2013,74814590000,"TUR",1.81e+12,0.0413340276243094,-3.18606920482396,25.0382787563823,3.5,"TUR",18.53188787,0.231531175,0.287393,0.583639,62.9,50,"42.0","N/A",77,64.9,68.2,73.3,"85.2","65.0",60,"Europe and Central Asia"
"389","United Kingdom",2013,5.4245e+10,"GBR",1.76e+12,0.0308210227272727,-3.47955826575778,24.7167766592208,0.5,"GBR",25.11299591,0.3034571,1.45544,1.20145,74.8,90,"78.0","N/A",57,27.7,94.1,72.4,"86.8","90.0",80,"Europe and Central Asia"
"390","United States",2013,1.195201e+12,"USA",1.68e+13,0.0711429166666667,-2.64306451433309,27.8093354880047,0.125,"USA",10.51960599,0.222607475,1.43702,1.18747,76,85,"71.0","N/A",69.3,47.8,90.5,75,"86.4","70.0",70,"North America"
"391","Albania",2014,2.2643e+11,"ALB",1.4e+12,0.161735714285714,-1.82179166921892,26.1457016833308,2.25,"ALB",18.30193614,0.239363375,-0.542079,-0.409027,66.9,30,"30.4","N/A",92.7,75.6,78.1,80,"87.5","75.0",70,"Europe and Central Asia"
"392","Argentina",2014,3.58752e+11,"ARG",4.58e+12,0.0783301310043668,-2.54682293513705,26.6058971789176,26.86,"ARG",12.61096661,0.296355175,-0.502072,-0.130401,44.6,15,"29.5","N/A",63.5,49.9,53.9,60,"68.9","30.0",30,"Latin America and The Caribbean"
"393","Australia",2014,6.6854e+10,"AUS",1.6e+12,0.04178375,-3.17524777101748,24.9257769741568,2.5,"AUS",21.98970304,0.1185409,-0.846322,-0.09589,82,90,"87.7","N/A",64.2,62.6,94.6,80.5,"86.4","85.0",90,"East Asia and Pacific"
"394","Azerbaijan",2014,10846211444.06,"AZE",59014100000,0.183790169536772,-1.69396055505689,23.1070816802942,3.5,"AZE",14.21253565,0,-1.7818,-0.733234,61.3,20,"22.7","N/A",88.1,64.8,73.5,78.8,"77.2","60.0",50,"Europe and Central Asia"
"395","Belarus",2014,2044685830,"BLR",80579270000,0.0253748368532006,-3.67399727107137,21.4385099862773,20,"BLR",12.69772453,0.0282199,0.731427,0.709316,50.1,20,"24.6","N/A",89.2,61.2,73.4,33.9,"81.4","30.0",10,"Europe and Central Asia"
